City,State Abbreviation,total_listings
Dent,MN,1
Denton,MD,4
Denton,NC,1
Denton,TX,81
Denver,IA,2
Denver,NC,9
Denver,PA,5
Denville,NJ,5
Depew,NY,5
Depoe Bay,OR,15
Deposit,NY,1
Deptford,NJ,1
Dequincy,LA,1
Derby,CT,8
Derby,KS,5
Derby,VT,4
Derby Line,VT,1
Deridder,LA,2
Derry,NH,14
Derwood,MD,4
Des Moines,IA,225
Des Moines,WA,61
Des Plaines,IL,14
Descanso,CA,3
Desert Hot Springs,CA,105
Desloge,MO,1
Desoto,TX,15
Destin,FL,106
Destrehan,LA,2
Detroit,MI,249
Detroit Lakes,MN,13
Devils Lake,ND,1
Dewey,AZ,14
Dewey,OK,1
Dewey Beach,DE,1
Dewitt,MI,4
Dewitt,VA,1
Dexter,ME,3
Dexter,MI,2
Dexter,NY,2
Diablo,CA,1
Diamond,OH,1
Diamond Bar,CA,14
Diamond Point,NY,1
Diamondhead,MS,6
Diana,TX,1
Diana,WV,1
Diberville,MS,2
Dickeyville,WI,1
Dickinson,ND,14
Dickinson,TX,10
Dickson,TN,5
Dickson City,PA,3
Dieterich,IL,1
Dighton,MA,3
Dillard,GA,2
Dillingham,AK,1
Dillon,CO,21
Dillon,MT,7
Dillsburg,PA,8
Dillwyn,VA,1
Dilworth,MN,2
Dimondale,MI,3
Dingmans Ferry,PA,1
Discovery Bay,CA,30
Disputanta,VA,1
District Heights,MD,14
Divernon,IL,1
Divide,CO,2
Dix Hills,NY,1
Dixfield,ME,3
Dixon,CA,19
Dixon,IL,6
Dixon,MO,1
Dixon,NM,1
Dobbs Ferry,NY,1
Dodge City,KS,6
Dodgeville,WI,1
Doerun,GA,1
Dolgeville,NY,1
Dolores,CO,14
Dolton,IL,1
Donald,OR,1
Donaldsonville,LA,3
Donegal,PA,1
Doniphan,MO,1
Donna,TX,7
Donnelly,ID,5
Dora,MO,1
Doral,FL,13
Dorchester,MA,79
Dorchester,SC,1
Dorchester,WI,1
Dorchester Center,MA,20
Dorena,OR,1
Dorrance,KS,1
Dorset,VT,2
Dothan,AL,50
Douglas,AK,3
Douglas,GA,5
Douglas,MA,3
Douglas,MI,5
Douglas,NE,4
Douglas,WY,6
Douglassville,PA,1
Douglasville,GA,68
Dousman,WI,1
Dover,AR,1
Dover,DE,36
Dover,FL,2
Dover,ID,2
Dover,KY,1
Dover,NH,60
Dover,NJ,3
Dover,OH,3
Dover,PA,3
Dover Foxcroft,ME,18
Dowagiac,MI,1
Dowling,MI,1
Downers Grove,IL,12
Downey,CA,46
Downingtown,PA,1
Downsville,WI,1
Doylestown,OH,1
Doylestown,PA,4
Dracut,MA,14
Drake,CO,6
Draper,UT,30
Drasco,AR,1
Drayden,MD,1
Dresden,ME,3
Dresher,PA,2
Drexel Hill,PA,10
Driftwood,TX,3
Driggs,ID,6
Dripping Springs,TX,13
Drummond Island,MI,1
Drums,PA,2
Dry Ridge,KY,2
Dryden,NY,1
Drytown,CA,1
Du Quoin,IL,2
DuBois,PA,9
Duanesburg,NY,1
Duarte,CA,16
Dublin,CA,39
Dublin,GA,4
Dublin,NH,4
Dublin,OH,30
Dublin,PA,1
Dublin,TX,1
Dublin,VA,3
Dubois,WY,1
Dubuque,IA,57
Duck,NC,2
Duck,WV,1
Dudley,GA,1
Dudley,MA,3
Dudley,NC,2
Dufur,OR,1
Duluth,GA,32
Duluth,MN,142
Dumas,TX,1
Dumfries,VA,15
Dummerston,VT,4
Dumont,NJ,1
Dunbar,WV,10
Dunbarton,NH,3
Duncan,OK,3
Duncan,SC,11
Duncannon,PA,3
Duncansville,PA,2
Duncanville,TX,8
Duncombe,IA,1
Dundalk,MD,13
Dundee,FL,3
Dundee,IL,4
Dundee,MI,1
Dundee,OR,9
Dunedin,FL,122
Dunellen,NJ,3
Dunkerton,IA,1
Dunkirk,MD,1
Dunkirk,NY,7
Dunlap,IL,2
Dunmore,PA,7
Dunn,NC,5
Dunn Loring,VA,3
Dunnellon,FL,22
Dunwoody,GA,23
Dupo,IL,1
Dupont,WA,5
Durango,CO,101
Durant,OK,5
Durham,CA,5
Durham,CT,1
Durham,ME,6
Durham,NC,558
Durham,NH,8
Duson,LA,1
Duvall,WA,6
Duxbury,MA,13
Dyer,IN,6
Dyersville,IA,1
Dyke,VA,1
Eads,TN,2
Eagan,MN,18
Eagar,AZ,1
Eagle,CO,5
Eagle,ID,41
Eagle,WI,2
Eagle Bend,MN,1
Eagle Butte,SD,1
Eagle Creek,OR,4
Eagle Lake,FL,3
Eagle Lake,ME,4
Eagle Lake,MN,1
Eagle Mountain,UT,11
Eagle Pass,TX,11
Eagle Point,OR,16
Eagle River,AK,41
Eagle River,WI,7
Eagle Rock,CA,3
Eagle Rock,MO,3
Eagle Rock,VA,2
Eagleville,PA,2
Earleville,MD,2
Earlville,NY,1
Early,TX,2
Earlysville,VA,13
Earp,CA,1
Easley,SC,35
East Amherst,NY,2
East Aurora,NY,5
East Barre,VT,2
East Bend,NC,3
East Berlin,CT,1
East Berlin,PA,1
East Bernstadt,KY,2
East Bethany,NY,3
East Blue Hill,ME,1
East Boothbay,ME,6
East Boston,MA,21
East Branch,NY,1
East Bridgewater,MA,10
East Burke,VT,4
East Charleston,VT,2
East Chicago,IN,2
East Dennis,MA,1
East Dorset,VT,3
East Dubuque,IL,1
East Durham,NY,1
East Elmhurst,NY,7
East Fairfield,VT,2
East Falmouth,MA,62
East Flat Rock,NC,1
East Freetown,MA,4
East Glacier Park,MT,3
East Granby,CT,1
East Grand Forks,MN,2
East Greenbush,NY,6
East Greenwich,RI,15
East Haddam,CT,6
East Hampstead,NH,2
East Hampton,CT,11
East Hampton,NY,1
East Hartford,CT,26
East Haven,CT,45
East Helena,MT,10
East Jordan,MI,6
East Kingston,NH,1
East Lansing,MI,17
East Longmeadow,MA,5
East Lyme,CT,5
East Machias,ME,13
East Meadow,NY,1
East Middlebury,VT,2
East Millinocket,ME,3
East Moline,IL,5
East Montpelier,VT,3
East Moriches,NY,2
East New Market,MD,3
East Northport,NY,4
East Orange,NJ,48
East Otis,MA,1
East Palestine,OH,2
East Palo Alto,CA,48
East Patchogue,NY,4
East Peoria,IL,17
East Petersburg,PA,2
East Pittsburgh,PA,1
East Point,GA,83
East Point,KY,2
East Providence,RI,25
East Quogue,NY,5
East Randolph,VT,1
East Ridge,TN,1
East Rochester,NY,3
East Rutherford,NJ,4
East Ryegate,VT,2
East Sandwich,MA,13
East Setauket,NY,5
East Stroudsburg,PA,38
East Syracuse,NY,5
East Taunton,MA,1
East Tawas,MI,1
East Thetford,VT,3
East Troy,WI,1
East Wakefield,NH,2
East Wareham,MA,2
East Wenatchee,WA,45
East Weymouth,MA,3
East Wilton,ME,2
East Windsor,CT,2
East Windsor,NJ,3
Eastanollee,GA,1
Eastham,MA,8
Easthampton,MA,10
Eastlake,OH,5
Eastland,TX,1
Eastman,GA,3
Eastman,WI,1
Easton,CT,1
Easton,MA,2
Easton,MD,22
Easton,ME,1
Easton,MO,1
Easton,WA,1
Eastpoint,FL,2
Eastpointe,MI,3
Eastport,ME,2
Eastport,NY,1
Eastsound,WA,2
Eastvale,CA,40
Eaton,CO,2
Eaton Rapids,MI,3
Eatonton,GA,9
Eatontown,NJ,4
Eatonville,WA,10
Eau Claire,MI,3
Eau Claire,WI,61
Echo,OR,1
Echo Lake,CA,1
Eckert,CO,2
Eclectic,AL,1
Ecorse,MI,3
Edcouch,TX,1
Eddington,ME,7
Eddyville,KY,1
Eden,NC,8
Eden,NY,1
Eden,UT,3
Eden,WI,1
Eden Prairie,MN,15
Edenton,NC,20
Edgartown,MA,7
Edgecomb,ME,2
Edgerton,WI,11
Edgewater,CO,20
Edgewater,FL,26
Edgewater,MD,9
Edgewater,NJ,2
Edgewater Park,NJ,2
Edgewood,FL,1
Edgewood,KY,8
Edgewood,MD,2
Edgewood,NM,2
Edgewood,WA,21
Edina,MN,26
Edinboro,PA,6
Edinburg,IL,1
Edinburg,TX,39
Edinburg,VA,2
Edinburgh,IN,1
Edison,NJ,10
Edisto Island,SC,2
Edmeston,NY,3
Edmond,OK,61
Edmonds,WA,71
Edna,TX,1
Edwards,CO,12
Edwardsburg,MI,3
Edwardsville,IL,13
Effingham,IL,6
Effingham,SC,1
Egg Harbor,WI,1
Egg Harbor City,NJ,2
Egg Harbor Township,NJ,4
Egremont,MA,2
Ehrenberg,AZ,1
El Cajon,CA,81
El Centro,CA,32
El Cerrito,CA,33
El Dorado,AR,1
El Dorado,CA,4
El Dorado,KS,3
El Dorado Hills,CA,28
El Dorado Springs,MO,2
El Granada,CA,6
El Jobean,FL,1
El Lago,TX,5
El Mirage,AZ,14
El Monte,CA,11
El Paso,TX,385
El Prado,NM,13
El Sobrante,CA,36
El portal,FL,2
Elbert,CO,2
Elberta,AL,2
Elberta,MI,1
Elberton,GA,1
Eldon,MO,4
Eldorado Springs,CO,1
Eldred,PA,1
Elephant Butte,NM,5
Elgin,AZ,1
Elgin,IL,12
Elgin,MN,1
Elgin,OK,1
Elgin,OR,1
Elgin,SC,17
Elgin,TX,8
Eliot,ME,15
Elizabeth,AR,1
Elizabeth,CO,8
Elizabeth,IN,1
Elizabeth,NJ,34
Elizabeth,PA,2
Elizabeth City,NC,22
Elizabethport,NJ,8
Elizabethton,TN,11
Elizabethtown,KY,36
Elizabethtown,NC,7
Elizabethtown,NY,1
Elizabethtown,PA,9
Elizaville,NY,1
Elk City,OK,2
Elk Grove,CA,140
Elk Grove Village,IL,1
Elk Horn,KY,1
Elk Park,NC,1
Elk Rapids,MI,5
Elk Ridge,UT,4
Elk River,MN,3
Elkader,IA,1
Elkhart,IN,21
Elkhart Lake,WI,6
Elkhorn,NE,8
Elkhorn,WI,2
Elkin,NC,5
Elkins,NH,1
Elkins,WV,9
Elkins Park,PA,9
Elkland,PA,1
Elkmont,AL,1
Elko,NV,22
Elkridge,MD,14
Elkton,FL,1
Elkton,KY,1
Elkton,MD,20
Elkton,OR,1
Elkton,VA,4
Elkview,WV,5
Elkwood,VA,1
Ellabell,GA,2
Ellenburg Depot,NY,1
Ellendale,DE,1
Ellensburg,WA,22
Ellenton,FL,13
Ellenville,NY,1
Ellenwood,GA,62
Ellerbe,NC,1
Ellerslie,MD,1
Ellettsville,IN,1
Ellicott City,MD,13
Ellijay,GA,24
Ellington,CT,3
Ellinwood,KS,2
Elliston,VA,2
Ellisville,MO,2
Ellisville,MS,2
Ellsworth,ME,84
Ellsworth,MI,2
Ellsworth,WI,2
Ellwood City,PA,1
Elm Grove,WI,1
Elm Mott,TX,2
Elm Springs,AR,1
Elma,NY,2
Elma,WA,9
Elmer,NJ,2
Elmhurst,IL,12
Elmhurst,NY,1
Elmhurst,PA,1
Elmhurst Township,PA,1
Elmira,MI,2
Elmira,NY,22
Elmont,NY,19
Elmore,OH,1
Elmsford,NY,2
Elmwood Park,IL,5
Elmwood Park,NJ,2
Elon,NC,2
Eloy,AZ,10
Elroy,WI,1
Elverta,CA,2
Elwood,NE,1
Ely,IA,2
Ely,MN,4
Elyria,OH,5
Elysburg,PA,3
Emerald Isle,NC,11
Emerson,GA,3
Emerson,NE,1
Emeryville,CA,45
Emigrant,MT,2
Emigrant Gap,CA,1
Emigsville,PA,7
Emmaus,PA,4
Emmetsburg,IA,1
Emmett,ID,5
Emmitsburg,MD,3
Empire,MI,1
Emporia,KS,2
Emporia,VA,9
Encinitas,CA,138
Encino,CA,36
Endicott,NY,12
Endwell,NY,7
Energy,IL,2
Enfield,CT,25
Enfield,NC,1
Enfield,NH,30
Englewood,FL,83
Englewood,NJ,17
Englewood,OH,7
Englewood,TN,2
Englishtown,NJ,2
Enid,OK,7
Ennis,MT,1
Ennis,TX,1
Enola,PA,15
Enon,OH,1
Enosburg Falls,VT,3
Enterprise,AL,10
Enterprise,OR,4
Entiat,WA,3
Entriken,PA,1
Enumclaw,WA,31
Ephrata,PA,15
Ephrata,WA,2
Epping,NH,7
Epworth,GA,1
Equality,AL,1
Erie,CO,37
Erie,MI,1
Erie,PA,122
Erin,NY,2
Erlanger,KY,13
Errol,NH,1
Erving,MA,1
Erwin,NC,4
Erwin,TN,3
Escalon,CA,6
Escanaba,MI,5
Escondido,CA,150
Esko,MN,3
Esmont,VA,1
Espanola,NM,11
Esparto,CA,1
Esperance,NY,1
Essex,CT,3
Essex,MA,8
Essex,MD,13
Essex,NY,4
Essex,VT,13
Essex Junction,VT,44
Essexville,MI,1
Estacada,OR,4
Estancia,NM,2
Estero,FL,27
Estes Park,CO,33
Estill,SC,1
Estill Springs,TN,2
Etna,CA,2
Etna,NH,5
Etna,WY,1
Etowah,NC,1
Etowah,TN,1
Etters,PA,2
Eucha,OK,1
Euclid,OH,36
Eudora,KS,3
Eufaula,AL,1
Eufaula,OK,3
Eugene,OR,339
Euless,TX,45
Eunice,LA,1
Eureka,CA,203
Eureka,MO,5
Eureka,MT,1
Eureka Springs,AR,7
Eustis,FL,10
Eutawville,SC,1
Evans,CO,6
Evans,GA,32
Evans Mills,NY,3
Evansdale,IA,3
Evanston,IL,46
Evanston,WY,3
Evansville,IN,97
Evansville,WI,1
Everett,MA,33
Everett,WA,201
Evergreen,CO,41
Evergreen Park,IL,2
Everson,WA,4
Evington,VA,3
Ewa Beach,HI,84
Ewing,NJ,10
Excelsior,MN,7
Excelsior Springs,MO,2
Exeter,CA,9
Exeter,NH,14
Exeter,RI,2
Exmore,VA,1
Export,PA,1
Exton,PA,1
Fabens,TX,1
Faber,VA,2
Fair Grove,MO,1
Fair Haven,MI,1
Fair Haven,VT,6
Fair Lawn,NJ,3
Fair Oaks,CA,44
Fair Play,MO,1
Fair Play,SC,2
Fairbanks,AK,106
Fairborn,OH,13
Fairburn,GA,57
Fairdale,KY,1
Fairfax,CA,23
Fairfax,IA,1
Fairfax,SC,1
Fairfax,VA,76
Fairfax,VT,8
Fairfax Station,VA,4
Fairfield,CA,120
Fairfield,CT,19
Fairfield,IA,6
Fairfield,KY,2
Fairfield,ME,4
Fairfield,NC,2
Fairfield,NJ,2
Fairfield,OH,4
Fairfield,PA,2
Fairfield,TX,1
Fairfield,VA,2
Fairfield,VT,3
Fairfield Bay,AR,1
Fairgrove,MI,1
Fairhaven,MA,15
Fairhope,AL,23
Fairland,OK,1
Fairlawn,OH,1
Fairlee,VT,13
Fairmont,MN,1
Fairmont,NC,2
Fairmont,WV,10
Fairmount,IN,3
Fairplay,CO,4
Fairplay,MD,2
Fairport,NY,16
Fairport Harbor,OH,6
Fairview,NC,29
Fairview,NJ,1
Fairview,OR,10
Fairview,PA,2
Fairview,TN,4
Fairview,TX,1
Fairview Heights,IL,12
Fairview Park,OH,5
Fairway,KS,3
Falconer,NY,1
Falfurrias,TX,1
Fall City,WA,5
Fall Creek,OR,2
Fall River,MA,34
Fall River Mills,CA,3
Fallbrook,CA,36
Falling Waters,WV,7
Fallon,NV,9
Falls Church,VA,51
Falls City,NE,1
Falls Of Rough,KY,1
Falls Village,CT,1
Fallston,MD,2
Falmouth,MA,85
Falmouth,ME,32
Fancy Gap,VA,1
Far Rockaway,NY,21
Fargo,ND,157
Faribault,MN,2
Farmers Branch,TX,18
Farmersburg,IN,2
Farmersville,CA,1
Farmersville,TX,3
Farmerville,LA,1
Farmingdale,ME,4
Farmingdale,NJ,1
Farmingdale,NY,4
Farmington,AR,1
Farmington,CA,1
Farmington,CT,12
Farmington,ME,9
Farmington,MI,7
Farmington,MO,7
Farmington,NH,4
Farmington,NM,96
Farmington,NY,3
Farmington,UT,3
Farmington Hills,MI,12
Farmingville,NY,1
Farmville,NC,4
Farmville,VA,12
Farnham,NY,1
Farnham,VA,2
Farwell,MI,2
Fate,TX,4
Fayette,AL,1
Fayette,MO,1
Fayetteville,AR,107
Fayetteville,GA,78
Fayetteville,NC,310
Fayetteville,NY,14
Fayetteville,TN,2
Fayetteville,WV,6
Feasterville Trevose,PA,2
Federal Heights,CO,1
Federal Way,WA,90
Feeding Hills,MA,3
Felicity,OH,1
Felton,CA,32
Felton,DE,3
Fennville,MI,5
Fenton,MI,8
Fenton,MO,7
Fenwick Island,DE,2
Fergus Falls,MN,5
Ferguson,MO,9
Fernandina Beach,FL,43
Ferndale,CA,6
Ferndale,MI,29
Ferndale,WA,34
Fernley,NV,7
Ferriday,LA,2
Ferris,TX,1
Ferrisburgh,VT,5
Ferrysburg,MI,1
Festus,MO,2
Fiddletown,CA,1
Fieldale,VA,1
Fields Landing,CA,2
Fife,WA,8
Filer,ID,9
Fillmore,CA,4
Fincastle,VA,3
Findlay,OH,13
Findley Lake,NY,2
Finksburg,MD,3
Fircrest,WA,6
Firestone,CO,14
Fischer,TX,3
Fisher,WV,1
Fishers,IN,27
Fishersville,VA,9
Fishkill,NY,8
Fitchburg,MA,8
Fitchburg,WI,14
Fitzwilliam,NH,1
Flag Pond,TN,1
Flagler Beach,FL,21
Flagstaff,AZ,415
Flat Rock,MI,2
Flat Rock,NC,16
Flatwoods,KY,1
Fleetwood,NC,5
Fleetwood,PA,1
Fleischmanns,NY,2
Fleming,PA,1
Fleming Island,FL,12
Flemingsburg,KY,1
Flemington,NJ,2
Fletcher,NC,24
Flint,MI,13
Flint,TX,9
Flintstone,GA,3
Flippin,AR,1
Flora Vista,NM,2
Floral City,FL,5
Floral Park,NY,3
Florence,AL,18
Florence,AZ,22
Florence,CO,9
Florence,KY,37
Florence,MA,4
Florence,MT,1
Florence,OR,33
Florence,SC,97
Florence,WI,2
Floresville,TX,2
Florida,NY,1
Florida CIty,FL,5
Florissant,CO,7
Florissant,MO,25
Flossmoor,IL,1
Flower Mound,TX,26
Flowery Branch,GA,18
Flowood,MS,3
Floyd,VA,5
Flushing,MI,5
Flushing,NY,16
Fly Creek,NY,4
Folcroft,PA,2
Foley,AL,21
Foley,MN,1
Folkston,GA,1
Folly Beach,SC,25
Folsom,CA,84
Folsom,LA,1
Fond Du Lac,WI,24
Fontana,CA,99
Fontana,WI,2
Foothill Ranch,CA,1
Ford,VA,1
Ford City,PA,1
Fords,NJ,1
Forest,VA,19
Forest City,NC,1
Forest Grove,OR,18
Forest Hills,KY,1
Forest Hills,NY,10
Forest Knolls,CA,1
Forest Lake,MN,5
Forest Park,GA,18
Forest Park,IL,16
Forestdale,MA,5
Foresthill,CA,1
Forestville,CA,30
Forestville,WI,1
Foristell,MO,1
Forked River,NJ,3
Forks,WA,2
Forney,TX,32
Forsyth,GA,4
Fort Ann,NY,1
Fort Ashby,WV,1
Fort Atkinson,WI,3
Fort Bragg,CA,65
Fort Calhoun,NE,1
Fort Defiance,AZ,3
Fort Defiance,VA,1
Fort Dick,CA,1
Fort Dodge,IA,9
Fort Edward,NY,2
Fort Fairfield,ME,1
Fort Garland,CO,1
Fort Gratiot,MI,3
Fort Jones,CA,1
Fort Kent,ME,6
Fort Lauderdale,FL,508
Fort Lawn,SC,1
Fort Lee,NJ,4
Fort Lupton,CO,4
Fort Madison,IA,12
Fort Mc Coy,FL,3
Fort Mill,SC,52
Fort Mohave,AZ,15
Fort Morgan,CO,12
Fort Myers,FL,643
Fort Myers Beach,FL,30
Fort Ogden,FL,1
Fort Oglethorpe,GA,1
Fort Payne,AL,1
Fort Pierce,FL,100
Fort Pierre,SD,3
Fort Plain,NY,2
Fort Ripley,MN,1
Fort Shafter,HI,3
Fort Smith,AR,56
Fort Stockton,TX,2
Fort Thomas,KY,9
Fort Valley,GA,4
Fort Valley,VA,1
Fort Walton Beach,FL,134
Fort Washington,MD,70
Fort Washington,PA,1
Fort Wayne,IN,234
Fort White,FL,1
Fort Worth,TX,527
Fort Wright,KY,3
Fortson,GA,2
Fortuna,CA,27
Fortville,IN,2
Foster City,CA,15
Fountain,CO,8
Fountain,MI,1
Fountain City,WI,3
Fountain Hills,AZ,58
Fountain Inn,SC,11
Four Corners,FL,6
Fowler,CA,6
Fowlerville,MI,1
Fox Island,WA,4
Fox Lake,IL,9
Fox Lake,WI,3
Foxboro,MA,6
Foxborough,MA,4
Framingham,MA,11
Francestown,NH,1
Francesville,IN,1
Franconia,NH,3
Frankenmuth,MI,1
Frankford,DE,13
Frankfort,IL,3
Frankfort,IN,5
Frankfort,KY,19
Frankfort,ME,2
Frankfort,MI,3
Frankfort,NY,2
Frankfort Heights,IL,1
Franklin,GA,1
Franklin,IN,2
Franklin,KY,5
Franklin,LA,2
Franklin,MA,1
Franklin,ME,6
Franklin,MI,1
Franklin,NC,41
Franklin,NH,20
Franklin,OH,8
Franklin,TN,74
Franklin,VA,3
Franklin,VT,3
Franklin,WI,10
Franklin,WV,1
Franklin Lakes,NJ,1
Franklin Park,IL,4
Franklin Park,NJ,4
Franklin Square,NY,2
Franklinton,NC,4
Frankston,TX,2
Franksville,WI,1
Franktown,CO,3
Fraser,CO,8
Fraser,MI,1
Frazee,MN,1
Frederica,DE,7
Frederick,CO,12
Frederick,MD,67
Fredericksburg,IN,2
Fredericksburg,TX,32
Fredericksburg,VA,185
Fredericktown,OH,2
Fredonia,AZ,1
Fredonia,NY,2
Free Union,VA,3
Freedom,CA,1
Freedom,ME,2
Freehold,NJ,7
Freehold,NY,1
Freeland,MD,1
Freeland,MI,2
Freeland,WA,8
Freeport,FL,6
Freeport,IL,4
Freeport,ME,31
Freeport,NY,8
Freeport,TX,14
Freeville,NY,3
Fremont,CA,72
Fremont,IN,7
Fremont,MI,4
Fremont,NC,1
Fremont,NE,8
Fremont,NH,4
Fremont,OH,6
Fremont,WI,2
Fremont Center,NY,1
French Camp,CA,2
French Creek,WV,1
Frenchtown,MT,2
Frenchtown,NJ,2
Frenchville,ME,1
Fresh Meadows,NY,3
Fresno,TX,5
Friant,CA,7
Friday Harbor,WA,13
Fridley,MN,16
Friendship,ME,2
Friendship,TN,1
Friendship,WI,3
Friendsville,TN,1
Friendswood,TX,13
Fries,VA,1
Frisco,CO,23
Front Royal,VA,36
Frostburg,MD,5
Frostproof,FL,2
Fruita,CO,49
Fruitland,ID,4
Fruitland,MD,5
Fruitland Park,FL,4
Fruitport,MI,1
Fryeburg,ME,6
Ft Mitchell,KY,3
Fullerton,CA,56
Fulshear,TX,7
Fulton,CA,3
Fulton,MO,4
Fulton,NY,1
Fultondale,AL,3
Fultonham,OH,1
Fultonville,NY,1
Funkstown,MD,1
Fuquay Varina,NC,33
Gadsden,AL,8
Gaffney,SC,11
Gahanna,OH,11
Gaines,PA,1
Gainesville,FL,316
Gainesville,GA,129
Gainesville,TX,2
Gainesville,VA,14
Gaithersburg,MD,53
Galax,VA,4
Galena,IL,7
Galena,KS,1
Galena,MD,2
Galena,MO,2
Galena,OH,1
Gales Ferry,CT,1
Galesburg,IL,6
Galesburg,MI,5
Gallant,AL,1
Gallatin,TN,31
Gallatin Gateway,MT,1
Gallipolis,OH,2
Galloway,NJ,3
Galloway,OH,7
Gallup,NM,59
Galt,CA,10
Galway,NY,1
Gambier,OH,1
Gambrills,MD,5
Gansevoort,NY,12
Garberville,CA,1
Garciasville,TX,1
Garden City,GA,3
Garden City,ID,11
Garden City,KS,4
Garden City,MI,1
Garden City,NY,1
Garden City,UT,3
Garden Grove,CA,78
Gardena,CA,55
Gardendale,AL,4
Gardiner,ME,7
Gardiner,NY,1
Gardner,KS,4
Gardner,MA,3
Gardnerville,NV,23
Garfield,AR,1
Garfield,NJ,3
Garfield Heights,OH,12
Garibaldi,OR,1
Garland,TX,48
Garner,IA,1
Garner,NC,48
Garnet Valley,PA,2
Garrett,IN,2
Garrettsville,OH,1
Garrison,MN,2
Garrison,NY,1
Garwin,IA,1
Gary,IN,25
Garyville,LA,1
Gas City,IN,1
Gasquet,CA,6
Gaston,SC,2
Gastonia,NC,62
Gate City,VA,1
Gates,OR,1
Gatesville,TX,5
Gatlinburg,TN,9
Gautier,MS,2
Gaylord,MI,9
Gaylord,MN,1
Gearhart,OR,6
Geismar,LA,2
Genesee,ID,1
Geneseo,IL,1
Geneseo,NY,5
Geneva,AL,1
Geneva,FL,2
Geneva,IL,7
Geneva,NE,1
Geneva,NY,23
Geneva,OH,8
Genoa,NE,1
Genoa,NV,4
Genoa,OH,1
Genoa,WI,1
Genoa City,WI,3
Gentryville,IN,1
Georges Mills,NH,2
Georgetown,CO,5
Georgetown,CT,1
Georgetown,DE,7
Georgetown,FL,1
Georgetown,IL,1
Georgetown,IN,2
Georgetown,KY,20
Georgetown,MA,2
Georgetown,ME,3
Georgetown,SC,12
Georgetown,TX,80
Gering,NE,9
Germanton,NC,3
Germantown,MD,19
Germantown,NY,2
Germantown,TN,19
Germantown,WI,2
Geronimo,OK,2
Gerrardstown,WV,3
Gerton,NC,3
Gervais,OR,1
Gettysburg,PA,19
Getzville,NY,1
Geyserville,CA,3
Ghent,NY,3
Ghent,WV,9
Gibbon,NE,2
Gibbstown,NJ,3
Gibraltar,MI,3
Gibsonia,PA,2
Gibsonton,FL,11
Gibsonville,NC,4
Gifford,IL,1
Gifford,WA,1
Gig Harbor,WA,107
Gilbert,AZ,297
Gilbert,SC,4
Gilberts,IL,1
Gilbertsville,KY,4
Gilbertsville,PA,1
Gilford,NH,36
Gill,MA,2
Gillett,WI,1
Gillette,WY,38
Gilmanton,NH,9
Gilmer,TX,1
Gilroy,CA,48
Girard,OH,1
Girard,PA,5
Girdwood,AK,4
Glade Park,CO,1
Glade Spring,VA,1
Gladstone,MI,1
Gladstone,OR,12
Gladstone,VA,1
Gladwin,MI,5
Gladwyne,PA,1
Gladys,VA,1
Glasgow,KY,9
Glasgow,MT,4
Glassboro,NJ,3
Glastonbury,CT,5
Gleason,WI,1
Glen,MS,1
Glen,NH,2
Glen Allen,VA,32
Glen Burnie,MD,30
Glen Campbell,PA,1
Glen Carbon,IL,5
Glen Cove,NY,1
Glen Dale,WV,1
Glen Ellen,CA,14
Glen Ellyn,IL,4
Glen Haven,CO,1
Glen Mills,PA,1
Glen Oaks,NY,6
Glen Ridge,NJ,1
Glen Rock,NJ,1
Glen Rock,PA,1
Glen Rose,TX,2
Glenarden,MD,3
Glenbrook,NV,2
Glenburn,ME,6
Glencoe,IL,1
Glencoe,MN,3
Glendale,AZ,328
Glendale,CA,89
Glendale,CO,2
Glendale,KY,4
Glendale,SC,1
Glendale,WI,18
Glendale Heights,IL,4
Glendale Luke Afb,AZ,2
Glendale Springs,NC,1
Glendive,MT,2
Glendora,CA,27
Gleneden Beach,OR,9
Glenfield,NY,1
Glenn,MI,1
Glenn Dale,MD,6
Glenn Heights,TX,11
Glennville,GA,1
Glenolden,PA,1
Glenoma,WA,1
Glenpool,OK,2
Glenrock,WY,1
Glens Falls,NY,41
Glenside,PA,4
Glenview,IL,7
Glenville,NC,1
Glenwood,AR,1
Glenwood,IA,4
Glenwood,IL,2
Glenwood,MN,5
Glenwood,NJ,1
Glenwood Springs,CO,63
Glide,OR,2
Globe,AZ,5
Glorieta,NM,1
Gloucester,MA,50
Gloucester,VA,10
Gloucester City,NJ,1
Gloucester Point,VA,1
Glover,VT,1
Gloversville,NY,5
Gobles,MI,3
Goddard,KS,2
Godfrey,IL,1
Godley,TX,1
Goetzville,MI,1
Goffstown,NH,9
Gold Bar,WA,2
Gold Beach,OR,53
Gold Canyon,AZ,20
Gold Hill,OR,10
Gold River,CA,4
Golden,CO,86
Golden,MO,1
Golden,TX,1
Golden Valley,AZ,5
Goldendale,WA,2
Goldens Bridge,NY,1
Goldsboro,NC,45
Goldsmith,TX,2
Goldthwaite,TX,1
Goldvein,VA,1
Gonzales,CA,1
Gonzales,LA,2
Goochland,VA,2
Gooding,ID,2
Goodland,KS,3
Goodlettsville,TN,31
Goodrich,MI,2
Goodview,VA,1
Goodyear,AZ,142
Goose Creek,SC,37
Gordon,TX,1
Gordonsville,VA,5
Gordonville,TX,1
Gore,OK,1
Gore,VA,2
Goreville,IL,2
Gorham,ME,20
Gorham,NH,7
