City,State,Active_Listings,Listings_Last_6_Months,Listings_Last_12_Months,Active_Listings_Before_2023,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10
Lakeland,Florida,149,51,82,34.0,6.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,0.0,3.0,5.0,5.0,2.0,7.0,2.0,10.0,8.0,6.0,8.0,10.0,15.0,4.0
Lakeland,Minnesota,2,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeland,Tennessee,3,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lakeport,California,68,17,30,23.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,0.0,3.0,7.0,5.0,1.0,1.0
Lakeside,Arizona,44,9,18,14.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0
Lakeside,California,17,7,11,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0
Lakeside,Montana,21,10,15,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,5.0
Lakeside,Oregon,4,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lakeside Marblehead,Ohio,3,3,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Lakeview,Arkansas,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeview,North Carolina,1,0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeview,Ohio,12,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0
Lakeview,Oregon,13,2,3,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Lakeville,Connecticut,2,1,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lakeville,Massachusetts,11,4,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Lakeville,Minnesota,18,7,12,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0
Lakeville,Pennsylvania,2,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeway,Texas,27,9,19,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0
Lakewood,California,95,22,47,29.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,3.0,6.0,1.0,6.0,9.0,1.0,3.0,1.0
Lakewood,Colorado,363,92,194,84.0,13.0,8.0,5.0,10.0,4.0,6.0,6.0,8.0,8.0,13.0,13.0,15.0,13.0,26.0,12.0,20.0,14.0,15.0,12.0,15.0,24.0,13.0
Lakewood,New York,4,1,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Lakewood,Ohio,64,10,29,15.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0
Lakewood,Washington,91,16,39,33.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,2.0,1.0
Lamar,Colorado,6,1,3,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Lamar,Missouri,3,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Lamar,South Carolina,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lamberton,Minnesota,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lambertville,Michigan,3,0,2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lambertville,New Jersey,4,1,3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lamoine,Maine,13,8,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0
Lampasas,Texas,2,1,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lampe,Missouri,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,
Lamy,New Mexico,4,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Lanark Village,Florida,2,1,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lancaster,California,132,23,55,34.0,4.0,2.0,2.0,2.0,0.0,7.0,5.0,4.0,12.0,5.0,5.0,6.0,5.0,7.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,9.0
Lancaster,Kentucky,6,1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lancaster,Massachusetts,4,1,3,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Lancaster,New Hampshire,4,1,2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lancaster,New York,2,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lancaster,Ohio,18,3,6,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Lancaster,Pennsylvania,129,27,61,34.0,6.0,5.0,1.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0,9.0,8.0,5.0,4.0,2.0,5.0,8.0,2.0,5.0,3.0,5.0,5.0
Lancaster,South Carolina,14,9,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Lancaster,Tennessee,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lancaster,Texas,22,10,18,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,0.0,1.0,2.0,0.0
Lancaster,Virginia,4,1,2,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lancaster City,PA,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Land O Lakes,Florida,33,5,18,8.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,0.0
Landenberg,Pennsylvania,2,1,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lander,Wyoming,69,11,23,26.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,7.0,1.0,2.0,1.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,5.0,1.0,2.0,3.0
Landers,California,7,2,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Landing,New Jersey,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,
Landis,North Carolina,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landisville,Pennsylvania,5,3,3,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Landover,Maryland,6,2,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
Landrum,South Carolina,11,1,4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lanesboro,Massachusetts,15,2,4,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Lanesboro,Minnesota,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lanesville,Indiana,2,1,1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lanesville,New York,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lanett,Alabama,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lanexa,Virginia,1,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Langdon,New Hampshire,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,
Langhorne,Pennsylvania,8,2,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Langley,Washington,10,4,6,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Langlois,Oregon,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,
Lanham,Maryland,39,10,21,6.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0
Lanoka Harbor,New Jersey,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lansdale,Pennsylvania,5,2,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lansdowne,Pennsylvania,6,2,5,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Lansing,Illinois,6,3,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Lansing,Iowa,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,
Lansing,Kansas,3,0,2,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lansing,Michigan,106,21,44,33.0,1.0,1.0,5.0,5.0,0.0,3.0,2.0,6.0,3.0,3.0,2.0,6.0,2.0,3.0,3.0,1.0,11.0,2.0,7.0,4.0,2.0,1.0
Lansing,New York,3,1,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Lansing,North Carolina,4,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lantana,Florida,49,10,24,6.0,1.0,1.0,4.0,2.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,4.0
Lapeer,Michigan,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Laporte,Colorado,4,3,3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Laramie,Wyoming,25,9,17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Larchmont,New York,2,2,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Laredo,Texas,13,5,9,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
Largo,Florida,180,41,88,37.0,5.0,9.0,5.0,3.0,6.0,2.0,2.0,7.0,7.0,8.0,4.0,6.0,11.0,7.0,6.0,9.0,8.0,7.0,6.0,14.0,8.0,3.0
Largo,Maryland,10,2,6,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
Larimore,North Dakota,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Larkspur,California,11,4,8,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
Larkspur,Colorado,3,1,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Larned,Kansas,10,1,2,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Larsen,Wisconsin,3,2,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Larue,Texas,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Las Colinas,Texas,3,2,2,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Las Cruces,New Mexico,169,39,98,39.0,4.0,6.0,1.0,4.0,6.0,5.0,1.0,0.0,5.0,0.0,8.0,15.0,4.0,6.0,6.0,17.0,9.0,3.0,4.0,12.0,5.0,6.0
Las Piedras,Puerto Rico,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Las Vegas,Nevada,1911,574,1132,346.0,36.0,38.0,50.0,31.0,53.0,43.0,53.0,34.0,40.0,40.0,81.0,80.0,82.0,97.0,100.0,101.0,97.0,146.0,79.0,113.0,88.0,69.0
Las Vegas,New Mexico,22,8,11,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0
Lascassas,Tennessee,3,0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latham,New York,18,1,7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lathrop,California,55,15,28,16.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,0.0,1.0,3.0,4.0,1.0
Latonia,Kentucky,4,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Latrobe,Pennsylvania,2,0,0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauderdale,Mississippi,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lauderdale Lakes,Florida,8,1,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Lauderdale-By-The-Sea,Florida,4,4,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Lauderhill,Florida,35,7,22,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0
Laughlin,Nevada,10,1,3,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Laupahoehoe,Hawaii,6,1,4,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Laurel,Delaware,9,3,8,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0
Laurel,Maryland,76,22,49,11.0,2.0,1.0,0.0,2.0,1.0,2.0,5.0,1.0,0.0,2.0,2.0,10.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,6.0,4.0,6.0
Laurel,Mississippi,7,0,3,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurel,Montana,10,4,6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Laurel,New York,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Laurel Bloomery,Tennessee,1,0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurel Fork,Virginia,1,0,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurel Hill,Florida,3,2,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Laurel Springs,North Carolina,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Laurelton,New York,11,3,7,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Laurens,New York,3,2,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Laurens,South Carolina,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurinburg,North Carolina,6,1,5,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lava Hot Springs,Idaho,2,1,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Lavallette,New Jersey,19,6,14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
Laveen,AZ,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Laveen,Arizona,52,11,30,6.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,6.0,3.0,1.0,1.0,3.0,4.0,1.0
Lavon,Texas,2,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavonia,Georgia,4,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Lawai,Hawaii,5,2,3,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Lawndale,California,37,6,18,10.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0
Lawndale,North Carolina,1,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,
Lawrence,Kansas,49,15,29,6.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,5.0,1.0,2.0,2.0
Lawrence,Massachusetts,6,0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence,Michigan,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence,New York,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lawrence,Pennsylvania,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
