ISO_Year,ISO_Week,ISO_Week_Start_Date,LandingPage_Group,Channel_Group,Device_Group,Sessions,TotalUsers,NewUsers,Pageviews
2024,14,2024-04-01,./housing/,Direct,NON-MOBILE,3467,3086,909,24611
2024,14,2024-04-01,./housing/,Other,MOBILE,337,277,86,2118
2024,14,2024-04-01,./housing/,Other,NON-MOBILE,450,402,63,4680
2024,14,2024-04-01,./housing/,Paid,MOBILE,5611,4611,14,21353
2024,14,2024-04-01,./housing/,Paid,NON-MOBILE,3331,3045,13,25287
2024,14,2024-04-01,./housing/,SEO,MOBILE,5862,5170,2487,34866
2024,14,2024-04-01,./housing/,SEO,NON-MOBILE,4666,4336,1851,38643
2024,14,2024-04-01,./housing/,Undefined,MOBILE,398,398,0,2499
2024,14,2024-04-01,./housing/,Undefined,NON-MOBILE,144,144,0,1765
2024,14,2024-04-01,./members/,Direct,MOBILE,48268,41374,14369,185052
2024,14,2024-04-01,./members/,Direct,NON-MOBILE,45366,37393,6179,264973
2024,14,2024-04-01,./members/,Other,MOBILE,4276,3425,459,16817
2024,14,2024-04-01,./members/,Other,NON-MOBILE,8113,6124,228,45936
2024,14,2024-04-01,./members/,Paid,MOBILE,10527,8192,139,47741
2024,14,2024-04-01,./members/,Paid,NON-MOBILE,25037,20416,85,183037
2024,14,2024-04-01,./members/,SEO,MOBILE,7028,5550,572,33254
2024,14,2024-04-01,./members/,SEO,NON-MOBILE,19815,15839,550,138200
2024,14,2024-04-01,./members/,Undefined,MOBILE,1659,1659,0,10640
2024,14,2024-04-01,./members/,Undefined,NON-MOBILE,723,716,0,6197
2024,14,2024-04-01,.Home,Direct,MOBILE,56966,50043,27820,382976
2024,14,2024-04-01,.Home,Direct,NON-MOBILE,35031,30662,13730,314322
2024,14,2024-04-01,.Home,Other,MOBILE,3847,3209,1643,23071
2024,14,2024-04-01,.Home,Other,NON-MOBILE,4038,3322,649,46070
2024,14,2024-04-01,.Home,Paid,MOBILE,41350,35983,21104,300216
2024,14,2024-04-01,.Home,Paid,NON-MOBILE,48476,43986,22306,488741
2024,14,2024-04-01,.Home,SEO,MOBILE,10755,9107,3891,78973
2024,14,2024-04-01,.Home,SEO,NON-MOBILE,16659,14697,5145,181085
2024,14,2024-04-01,.Home,Undefined,MOBILE,1643,1642,0,13068
2024,14,2024-04-01,.Home,Undefined,NON-MOBILE,310,308,0,3048
2024,14,2024-04-01,.LYP,Direct,MOBILE,4248,3753,2630,13541
2024,14,2024-04-01,.LYP,Direct,NON-MOBILE,1478,1216,608,8902
2024,14,2024-04-01,.LYP,Other,MOBILE,994,914,662,2662
2024,14,2024-04-01,.LYP,Other,NON-MOBILE,298,263,121,2051
2024,14,2024-04-01,.LYP,Paid,MOBILE,30307,29289,25679,76433
2024,14,2024-04-01,.LYP,Paid,NON-MOBILE,13074,12270,8655,84938
2024,14,2024-04-01,.LYP,SEO,MOBILE,302,253,35,1280
2024,14,2024-04-01,.LYP,SEO,NON-MOBILE,428,339,16,2970
2024,14,2024-04-01,.LYP,Undefined,MOBILE,243,243,0,649
2024,14,2024-04-01,.LYP,Undefined,NON-MOBILE,42,42,0,328
2024,14,2024-04-01,.Other,Direct,MOBILE,16953,16105,5106,19680
2024,14,2024-04-01,.Other,Direct,NON-MOBILE,17001,15993,2012,31497
2024,14,2024-04-01,.Other,Other,MOBILE,1046,956,396,1675
2024,14,2024-04-01,.Other,Other,NON-MOBILE,5466,4486,133,244710
2024,14,2024-04-01,.Other,Paid,MOBILE,6678,6281,941,14946
2024,14,2024-04-01,.Other,Paid,NON-MOBILE,18113,17037,650,32706
2024,14,2024-04-01,.Other,SEO,MOBILE,5662,5252,1788,17193
2024,14,2024-04-01,.Other,SEO,NON-MOBILE,12362,11530,1154,49077
2024,14,2024-04-01,.Other,Undefined,MOBILE,1452,1452,0,5750
2024,14,2024-04-01,.Other,Undefined,NON-MOBILE,444,443,0,4015
2024,14,2024-04-01,.Property,Direct,MOBILE,47400,34916,20793,103316
2024,14,2024-04-01,.Property,Direct,NON-MOBILE,5701,4461,2815,27308
2024,14,2024-04-01,.Property,Other,MOBILE,17878,17375,16402,39995
2024,14,2024-04-01,.Property,Other,NON-MOBILE,2349,2058,1348,7815
2024,14,2024-04-01,.Property,Paid,MOBILE,5097,2413,84,15347
2024,14,2024-04-01,.Property,Paid,NON-MOBILE,2141,1179,43,19922
2024,14,2024-04-01,.Property,SEO,MOBILE,3179,1537,220,8725
2024,14,2024-04-01,.Property,SEO,NON-MOBILE,2344,1531,498,16286
2024,14,2024-04-01,.Property,Undefined,MOBILE,268,267,0,630
2024,14,2024-04-01,.Property,Undefined,NON-MOBILE,20,19,0,143
2024,15,2024-04-08,./corporate/,Direct,MOBILE,242,221,197,842
2024,15,2024-04-08,./corporate/,Direct,NON-MOBILE,138,126,87,1236
2024,15,2024-04-08,./corporate/,Other,MOBILE,5,5,4,32
2024,15,2024-04-08,./corporate/,Other,NON-MOBILE,15,15,13,64
2024,15,2024-04-08,./corporate/,Paid,MOBILE,7,6,0,29
2024,15,2024-04-08,./corporate/,Paid,NON-MOBILE,12,10,0,189
2024,15,2024-04-08,./corporate/,SEO,MOBILE,4491,4273,3437,27431
2024,15,2024-04-08,./corporate/,SEO,NON-MOBILE,2806,2747,2218,21414
2024,15,2024-04-08,./corporate/,Undefined,MOBILE,8,8,0,80
2024,15,2024-04-08,./corporate/,Undefined,NON-MOBILE,2,2,0,7
2024,15,2024-04-08,./housing/,Direct,MOBILE,8431,7241,3255,30297
2024,15,2024-04-08,./housing/,Direct,NON-MOBILE,3805,3387,963,25174
2024,15,2024-04-08,./housing/,Other,MOBILE,298,255,82,1286
2024,15,2024-04-08,./housing/,Other,NON-MOBILE,461,412,57,5511
2024,15,2024-04-08,./housing/,Paid,MOBILE,5459,4505,18,19603
2024,15,2024-04-08,./housing/,Paid,NON-MOBILE,3449,3148,29,24057
2024,15,2024-04-08,./housing/,SEO,MOBILE,6267,5524,2620,37231
2024,15,2024-04-08,./housing/,SEO,NON-MOBILE,5027,4656,1867,41337
2024,15,2024-04-08,./housing/,Undefined,MOBILE,394,394,0,2293
2024,15,2024-04-08,./housing/,Undefined,NON-MOBILE,118,118,0,986
2024,15,2024-04-08,./members/,Direct,MOBILE,48339,41603,14333,183249
2024,15,2024-04-08,./members/,Direct,NON-MOBILE,45395,37804,6393,256598
2024,15,2024-04-08,./members/,Other,MOBILE,3354,2639,161,13573
2024,15,2024-04-08,./members/,Other,NON-MOBILE,7634,5784,84,43274
2024,15,2024-04-08,./members/,Paid,MOBILE,10013,7688,137,47130
2024,15,2024-04-08,./members/,Paid,NON-MOBILE,25487,20767,85,184968
2024,15,2024-04-08,./members/,SEO,MOBILE,7083,5642,525,33865
2024,15,2024-04-08,./members/,SEO,NON-MOBILE,19657,15837,466,140009
2024,15,2024-04-08,./members/,Undefined,MOBILE,1541,1540,0,10013
2024,15,2024-04-08,./members/,Undefined,NON-MOBILE,671,665,0,5174
2024,15,2024-04-08,.Home,Direct,MOBILE,55273,48840,26592,369960
2024,15,2024-04-08,.Home,Direct,NON-MOBILE,33894,30288,13650,305078
2024,15,2024-04-08,.Home,Other,MOBILE,3381,2919,1464,19675
2024,15,2024-04-08,.Home,Other,NON-MOBILE,3789,3141,589,41557
2024,15,2024-04-08,.Home,Paid,MOBILE,32174,28047,15337,234199
2024,15,2024-04-08,.Home,Paid,NON-MOBILE,41091,36969,17318,423382
2024,15,2024-04-08,.Home,SEO,MOBILE,11575,10069,4555,88751
2024,15,2024-04-08,.Home,SEO,NON-MOBILE,17726,15674,5819,187011
2024,15,2024-04-08,.Home,Undefined,MOBILE,1655,1657,0,13378
2024,15,2024-04-08,.Home,Undefined,NON-MOBILE,291,291,0,3372
2024,15,2024-04-08,.LYP,Direct,MOBILE,4683,4137,2909,15572
2024,15,2024-04-08,.LYP,Direct,NON-MOBILE,1652,1296,677,10656
2024,15,2024-04-08,.LYP,Other,MOBILE,1632,1478,1041,4787
2024,15,2024-04-08,.LYP,Other,NON-MOBILE,639,585,301,4921
2024,15,2024-04-08,.LYP,Paid,MOBILE,34327,33072,28105,111817
2024,15,2024-04-08,.LYP,Paid,NON-MOBILE,14636,13814,9377,109911
2024,15,2024-04-08,.LYP,SEO,MOBILE,299,262,38,950
2024,15,2024-04-08,.LYP,SEO,NON-MOBILE,518,387,27,3292
2024,15,2024-04-08,.LYP,Undefined,MOBILE,268,268,0,1114
2024,15,2024-04-08,.LYP,Undefined,NON-MOBILE,56,56,0,464
2024,15,2024-04-08,.Other,Direct,MOBILE,18062,17123,5331,21972
2024,15,2024-04-08,.Other,Direct,NON-MOBILE,17762,16841,3154,31042
2024,15,2024-04-08,.Other,Other,MOBILE,969,880,304,1595
2024,15,2024-04-08,.Other,Other,NON-MOBILE,5431,4471,136,247854
2024,15,2024-04-08,.Other,Paid,MOBILE,6507,6139,860,13631
2024,15,2024-04-08,.Other,Paid,NON-MOBILE,17320,16223,589,32573
2024,15,2024-04-08,.Other,SEO,MOBILE,5797,5392,1810,18504
2024,15,2024-04-08,.Other,SEO,NON-MOBILE,12561,11730,1262,50148
2024,15,2024-04-08,.Other,Undefined,MOBILE,1380,1380,0,5497
2024,15,2024-04-08,.Other,Undefined,NON-MOBILE,463,459,0,3759
2024,15,2024-04-08,.Property,Direct,MOBILE,45362,33305,19854,99529
2024,15,2024-04-08,.Property,Direct,NON-MOBILE,5372,4197,2641,23957
2024,15,2024-04-08,.Property,Other,MOBILE,11384,10904,10165,26231
2024,15,2024-04-08,.Property,Other,NON-MOBILE,1718,1441,867,6598
2024,15,2024-04-08,.Property,Paid,MOBILE,4613,2148,66,13039
2024,15,2024-04-08,.Property,Paid,NON-MOBILE,2332,1207,27,21727
2024,15,2024-04-08,.Property,SEO,MOBILE,3195,1562,243,9007
2024,15,2024-04-08,.Property,SEO,NON-MOBILE,2641,1783,665,16420
2024,15,2024-04-08,.Property,Undefined,MOBILE,190,190,0,505
2024,15,2024-04-08,.Property,Undefined,NON-MOBILE,15,13,0,119
2024,16,2024-04-15,./corporate/,Direct,MOBILE,231,221,195,1119
2024,16,2024-04-15,./corporate/,Direct,NON-MOBILE,129,119,77,1064
2024,16,2024-04-15,./corporate/,Other,MOBILE,2,2,1,11
2024,16,2024-04-15,./corporate/,Other,NON-MOBILE,11,11,7,97
2024,16,2024-04-15,./corporate/,Paid,MOBILE,27,25,7,234
2024,16,2024-04-15,./corporate/,Paid,NON-MOBILE,21,20,6,151
2024,16,2024-04-15,./corporate/,SEO,MOBILE,4750,4524,3589,29106
2024,16,2024-04-15,./corporate/,SEO,NON-MOBILE,2929,2853,2252,21948
2024,16,2024-04-15,./corporate/,Undefined,MOBILE,7,7,0,41
2024,16,2024-04-15,./corporate/,Undefined,NON-MOBILE,3,3,0,10
2024,16,2024-04-15,./housing/,Direct,MOBILE,7952,6929,3057,28987
2024,16,2024-04-15,./housing/,Direct,NON-MOBILE,3571,3173,929,25321
2024,16,2024-04-15,./housing/,Other,MOBILE,293,259,90,1251
2024,16,2024-04-15,./housing/,Other,NON-MOBILE,470,440,60,3637
2024,16,2024-04-15,./housing/,Paid,MOBILE,5055,4195,17,18163
2024,16,2024-04-15,./housing/,Paid,NON-MOBILE,3290,2976,31,23503
2024,16,2024-04-15,./housing/,SEO,MOBILE,6466,5764,2682,38776
2024,16,2024-04-15,./housing/,SEO,NON-MOBILE,5223,4848,2024,44224
2024,16,2024-04-15,./housing/,Undefined,MOBILE,408,408,0,2674
2024,16,2024-04-15,./housing/,Undefined,NON-MOBILE,145,145,0,1118
2024,16,2024-04-15,./members/,Direct,MOBILE,44619,38156,11175,167775
2024,16,2024-04-15,./members/,Direct,NON-MOBILE,44143,36675,5451,254925
2024,16,2024-04-15,./members/,Other,MOBILE,4544,3744,281,21080
2024,16,2024-04-15,./members/,Other,NON-MOBILE,8450,6567,183,52483
2024,16,2024-04-15,./members/,Paid,MOBILE,10196,7900,134,47761
2024,16,2024-04-15,./members/,Paid,NON-MOBILE,24997,20504,85,174620
2024,16,2024-04-15,./members/,SEO,MOBILE,7459,5778,363,35755
2024,16,2024-04-15,./members/,SEO,NON-MOBILE,19179,15313,313,137056
2024,16,2024-04-15,./members/,Undefined,MOBILE,1378,1377,0,9243
2024,16,2024-04-15,./members/,Undefined,NON-MOBILE,704,698,0,6155
2024,16,2024-04-15,.Home,Direct,MOBILE,58544,51925,30175,377827
2024,16,2024-04-15,.Home,Direct,NON-MOBILE,35139,31222,14352,316936
2024,16,2024-04-15,.Home,Other,MOBILE,5038,4364,2278,26251
2024,16,2024-04-15,.Home,Other,NON-MOBILE,4237,3586,934,44319
2024,16,2024-04-15,.Home,Paid,MOBILE,26516,22939,11494,194195
2024,16,2024-04-15,.Home,Paid,NON-MOBILE,35757,32257,14309,369357
2024,16,2024-04-15,.Home,SEO,MOBILE,12944,11177,4661,101348
2024,16,2024-04-15,.Home,SEO,NON-MOBILE,18854,16682,6190,199264
2024,16,2024-04-15,.Home,Undefined,MOBILE,1900,1903,0,14914
2024,16,2024-04-15,.Home,Undefined,NON-MOBILE,285,284,0,3857
2024,16,2024-04-15,.LYP,Direct,MOBILE,4269,3827,2593,14903
2024,16,2024-04-15,.LYP,Direct,NON-MOBILE,1455,1222,637,10349
2024,16,2024-04-15,.LYP,Other,MOBILE,889,823,571,2338
2024,16,2024-04-15,.LYP,Other,NON-MOBILE,296,263,117,1863
2024,16,2024-04-15,.LYP,Paid,MOBILE,39596,37804,31263,152484
2024,16,2024-04-15,.LYP,Paid,NON-MOBILE,18525,17596,11816,149794
2024,16,2024-04-15,.LYP,SEO,MOBILE,337,306,27,1916
2024,16,2024-04-15,.LYP,SEO,NON-MOBILE,459,377,29,3315
2024,16,2024-04-15,.LYP,Undefined,MOBILE,263,263,7,939
2024,16,2024-04-15,.LYP,Undefined,NON-MOBILE,28,28,0,189
2024,16,2024-04-15,.Other,Direct,MOBILE,18627,17612,5369,21082
2024,16,2024-04-15,.Other,Direct,NON-MOBILE,18412,17379,3305,31980
2024,16,2024-04-15,.Other,Other,MOBILE,936,865,237,1509
2024,16,2024-04-15,.Other,Other,NON-MOBILE,5287,4371,125,242566
2024,16,2024-04-15,.Other,Paid,MOBILE,6804,6364,894,15028
2024,16,2024-04-15,.Other,Paid,NON-MOBILE,16946,15894,523,31216
2024,16,2024-04-15,.Other,SEO,MOBILE,6381,5954,1917,20676
2024,16,2024-04-15,.Other,SEO,NON-MOBILE,13348,12507,1415,55800
2024,16,2024-04-15,.Other,Undefined,MOBILE,1334,1334,0,5552
2024,16,2024-04-15,.Other,Undefined,NON-MOBILE,473,469,0,5233
2024,16,2024-04-15,.Property,Direct,MOBILE,46170,33827,19867,102419
2024,16,2024-04-15,.Property,Direct,NON-MOBILE,5342,4119,2483,25209
2024,16,2024-04-15,.Property,Other,MOBILE,14084,13624,12752,31926
2024,16,2024-04-15,.Property,Other,NON-MOBILE,1934,1667,988,6141
2024,16,2024-04-15,.Property,Paid,MOBILE,4583,2222,193,14987
2024,16,2024-04-15,.Property,Paid,NON-MOBILE,2219,1196,97,21164
2024,16,2024-04-15,.Property,SEO,MOBILE,3635,1744,216,10552
2024,16,2024-04-15,.Property,SEO,NON-MOBILE,2433,1601,478,19073
2024,16,2024-04-15,.Property,Undefined,MOBILE,222,221,0,521
2024,16,2024-04-15,.Property,Undefined,NON-MOBILE,16,15,0,76
2024,17,2024-04-22,./corporate/,Direct,MOBILE,255,237,194,1046
2024,17,2024-04-22,./corporate/,Direct,NON-MOBILE,128,117,87,890
2024,17,2024-04-22,./corporate/,Other,MOBILE,6,6,6,17
2024,17,2024-04-22,./corporate/,Other,NON-MOBILE,9,9,8,127
2024,17,2024-04-22,./corporate/,Paid,MOBILE,26,24,11,160
2024,17,2024-04-22,./corporate/,Paid,NON-MOBILE,17,16,6,337
2024,17,2024-04-22,./corporate/,SEO,MOBILE,5041,4763,3777,30011
2024,17,2024-04-22,./corporate/,SEO,NON-MOBILE,3203,3097,2368,24806
2024,17,2024-04-22,./corporate/,Undefined,MOBILE,7,7,0,38
2024,17,2024-04-22,./corporate/,Undefined,NON-MOBILE,6,6,0,64
2024,17,2024-04-22,./housing/,Direct,MOBILE,8432,7174,3166,30055
2024,17,2024-04-22,./housing/,Direct,NON-MOBILE,3380,3029,850,24218
2024,17,2024-04-22,./housing/,Other,MOBILE,291,264,100,1311
2024,17,2024-04-22,./housing/,Other,NON-MOBILE,367,339,60,3037
2024,17,2024-04-22,./housing/,Paid,MOBILE,4628,3817,44,17056
2024,17,2024-04-22,./housing/,Paid,NON-MOBILE,2832,2550,32,19874
2024,17,2024-04-22,./housing/,SEO,MOBILE,7744,6843,3064,46702
2024,17,2024-04-22,./housing/,SEO,NON-MOBILE,6217,5744,2446,53692
2024,17,2024-04-22,./housing/,Undefined,MOBILE,375,375,0,2190
2024,17,2024-04-22,./housing/,Undefined,NON-MOBILE,125,125,0,1280
2024,17,2024-04-22,./members/,Direct,MOBILE,40761,34199,8035,152617
2024,17,2024-04-22,./members/,Direct,NON-MOBILE,41851,34460,3694,240726
2024,17,2024-04-22,./members/,Other,MOBILE,3775,2975,144,16283
2024,17,2024-04-22,./members/,Other,NON-MOBILE,8025,6153,182,49107
2024,17,2024-04-22,./members/,Paid,MOBILE,9775,7584,196,44511
2024,17,2024-04-22,./members/,Paid,NON-MOBILE,23014,18647,107,165469
2024,17,2024-04-22,./members/,SEO,MOBILE,8050,6084,273,37824
2024,17,2024-04-22,./members/,SEO,NON-MOBILE,20362,16200,287,146567
2024,17,2024-04-22,./members/,Undefined,MOBILE,1187,1187,0,8388
2024,17,2024-04-22,./members/,Undefined,NON-MOBILE,698,686,0,5427
2024,17,2024-04-22,.Home,Direct,MOBILE,61676,54615,32014,382618
2024,17,2024-04-22,.Home,Direct,NON-MOBILE,35257,31383,14683,311034
2024,17,2024-04-22,.Home,Other,MOBILE,4730,4125,2096,26011
2024,17,2024-04-22,.Home,Other,NON-MOBILE,4091,3368,705,43234
2024,17,2024-04-22,.Home,Paid,MOBILE,17738,15441,6343,129701
2024,17,2024-04-22,.Home,Paid,NON-MOBILE,28991,26277,11922,279413
2024,17,2024-04-22,.Home,SEO,MOBILE,16239,13669,5644,125357
2024,17,2024-04-22,.Home,SEO,NON-MOBILE,24796,21727,8682,269123
2024,17,2024-04-22,.Home,Undefined,MOBILE,1866,1868,0,15908
2024,17,2024-04-22,.Home,Undefined,NON-MOBILE,288,288,0,2851
2024,17,2024-04-22,.LYP,Direct,MOBILE,4409,3926,2744,15062
2024,17,2024-04-22,.LYP,Direct,NON-MOBILE,1478,1152,552,10074
2024,17,2024-04-22,.LYP,Other,MOBILE,989,923,699,2264
2024,17,2024-04-22,.LYP,Other,NON-MOBILE,231,207,98,1796
2024,17,2024-04-22,.LYP,Paid,MOBILE,55348,53027,45264,206215
2024,17,2024-04-22,.LYP,Paid,NON-MOBILE,19364,18370,12729,147244
2024,17,2024-04-22,.LYP,SEO,MOBILE,381,337,46,2134
2024,17,2024-04-22,.LYP,SEO,NON-MOBILE,575,422,25,3502
2024,17,2024-04-22,.LYP,Undefined,MOBILE,289,289,13,970
2024,17,2024-04-22,.LYP,Undefined,NON-MOBILE,39,39,0,277
2024,17,2024-04-22,.LYP Payment,Direct,NON-MOBILE,4,3,0,198
2024,17,2024-04-22,.Other,Direct,MOBILE,18409,17422,5378,21593
2024,17,2024-04-22,.Other,Direct,NON-MOBILE,17766,16780,2876,35185
2024,17,2024-04-22,.Other,Other,MOBILE,995,903,263,1584
2024,17,2024-04-22,.Other,Other,NON-MOBILE,5535,4545,170,254975
2024,17,2024-04-22,.Other,Paid,MOBILE,6600,6160,774,15739
2024,17,2024-04-22,.Other,Paid,NON-MOBILE,15134,14216,487,29451
2024,17,2024-04-22,.Other,SEO,MOBILE,7168,6589,2001,24217
2024,17,2024-04-22,.Other,SEO,NON-MOBILE,15492,14452,1534,56321
2024,17,2024-04-22,.Other,Undefined,MOBILE,1422,1422,0,5724
2024,17,2024-04-22,.Other,Undefined,NON-MOBILE,463,459,0,4264
2024,17,2024-04-22,.Property,Direct,MOBILE,46768,34173,19996,102373
2024,17,2024-04-22,.Property,Direct,NON-MOBILE,5265,4104,2627,23820
2024,17,2024-04-22,.Property,Other,MOBILE,14776,14345,13498,31028
2024,17,2024-04-22,.Property,Other,NON-MOBILE,2148,1816,1186,7252
2024,17,2024-04-22,.Property,Paid,MOBILE,4019,1824,65,12119
2024,17,2024-04-22,.Property,Paid,NON-MOBILE,1851,896,11,16085
2024,17,2024-04-22,.Property,SEO,MOBILE,3840,1852,219,11046
2024,17,2024-04-22,.Property,SEO,NON-MOBILE,2381,1517,500,15356
2024,17,2024-04-22,.Property,Undefined,MOBILE,188,188,0,531
2024,17,2024-04-22,.Property,Undefined,NON-MOBILE,11,8,0,156
2024,18,2024-04-29,./corporate/,Direct,MOBILE,315,291,228,1445
2024,18,2024-04-29,./corporate/,Direct,NON-MOBILE,180,165,100,1464
2024,18,2024-04-29,./corporate/,Other,MOBILE,19,17,13,54
2024,18,2024-04-29,./corporate/,Other,NON-MOBILE,36,19,8,367
2024,18,2024-04-29,./corporate/,Paid,MOBILE,54,51,16,467
2024,18,2024-04-29,./corporate/,Paid,NON-MOBILE,21,19,11,148
2024,18,2024-04-29,./corporate/,SEO,MOBILE,5372,5070,3794,32557
2024,18,2024-04-29,./corporate/,SEO,NON-MOBILE,3247,3144,2375,25147
2024,18,2024-04-29,./corporate/,Undefined,MOBILE,15,15,0,55
2024,18,2024-04-29,./corporate/,Undefined,NON-MOBILE,7,7,0,113
2024,18,2024-04-29,./housing/,Direct,MOBILE,7835,6596,2597,28447
2024,18,2024-04-29,./housing/,Direct,NON-MOBILE,4247,3792,777,34465
2024,18,2024-04-29,./housing/,Other,MOBILE,206,180,57,1280
2024,18,2024-04-29,./housing/,Other,NON-MOBILE,282,251,28,2447
2024,18,2024-04-29,./housing/,Paid,MOBILE,3928,3064,43,13440
2024,18,2024-04-29,./housing/,Paid,NON-MOBILE,2153,1889,30,12180
2024,18,2024-04-29,./housing/,SEO,MOBILE,6846,5943,2691,39844
2024,18,2024-04-29,./housing/,SEO,NON-MOBILE,5523,5044,1989,42870
2024,18,2024-04-29,./housing/,Undefined,MOBILE,291,291,0,2127
2024,18,2024-04-29,./housing/,Undefined,NON-MOBILE,156,156,0,1370
2024,18,2024-04-29,./members/,Direct,MOBILE,50178,42307,7843,177552
2024,18,2024-04-29,./members/,Direct,NON-MOBILE,62132,51695,3076,345811
2024,18,2024-04-29,./members/,Other,MOBILE,2436,1884,84,8753
2024,18,2024-04-29,./members/,Other,NON-MOBILE,5723,4373,56,30268
2024,18,2024-04-29,./members/,Paid,MOBILE,9069,7143,224,35792
2024,18,2024-04-29,./members/,Paid,NON-MOBILE,19282,15979,115,115735
2024,18,2024-04-29,./members/,SEO,MOBILE,7075,5610,243,27657
2024,18,2024-04-29,./members/,SEO,NON-MOBILE,16897,13929,317,101793
2024,18,2024-04-29,./members/,Undefined,MOBILE,1176,1176,0,7180
2024,18,2024-04-29,./members/,Undefined,NON-MOBILE,3329,3073,0,45239
2024,18,2024-04-29,.Home,Direct,MOBILE,71326,62322,31459,427375
2024,18,2024-04-29,.Home,Direct,NON-MOBILE,48150,42071,13888,371637
2024,18,2024-04-29,.Home,Other,MOBILE,5248,4650,2391,22147
2024,18,2024-04-29,.Home,Other,NON-MOBILE,5009,4279,813,39270
2024,18,2024-04-29,.Home,Paid,MOBILE,20201,17399,6486,123698
2024,18,2024-04-29,.Home,Paid,NON-MOBILE,31380,28403,10881,257421
2024,18,2024-04-29,.Home,SEO,MOBILE,15892,13425,5377,105725
2024,18,2024-04-29,.Home,SEO,NON-MOBILE,21684,19129,6419,191871
2024,18,2024-04-29,.Home,Undefined,MOBILE,1774,1775,0,11498
2024,18,2024-04-29,.Home,Undefined,NON-MOBILE,372,367,0,4059
2024,18,2024-04-29,.LYP,Direct,MOBILE,5064,4448,3014,17399
2024,18,2024-04-29,.LYP,Direct,NON-MOBILE,1965,1623,679,12430
2024,18,2024-04-29,.LYP,Other,MOBILE,918,850,633,2015
2024,18,2024-04-29,.LYP,Other,NON-MOBILE,267,218,82,1365
2024,18,2024-04-29,.LYP,Paid,MOBILE,65174,62505,52345,223044
2024,18,2024-04-29,.LYP,Paid,NON-MOBILE,24890,23378,14185,188458
2024,18,2024-04-29,.LYP,SEO,MOBILE,411,342,39,1809
2024,18,2024-04-29,.LYP,SEO,NON-MOBILE,472,370,23,2030
2024,18,2024-04-29,.LYP,Undefined,MOBILE,293,293,9,1193
2024,18,2024-04-29,.LYP,Undefined,NON-MOBILE,73,73,0,493
2024,18,2024-04-29,.LYP Payment,Direct,MOBILE,6,3,1,70
2024,18,2024-04-29,.LYP Payment,Direct,NON-MOBILE,24,12,0,353
2024,18,2024-04-29,.Other,Direct,MOBILE,19583,18542,5586,25691
2024,18,2024-04-29,.Other,Direct,NON-MOBILE,22106,20719,1985,71669
2024,18,2024-04-29,.Other,Other,MOBILE,848,794,293,1728
2024,18,2024-04-29,.Other,Other,NON-MOBILE,4764,3992,144,194827
2024,18,2024-04-29,.Other,Paid,MOBILE,6344,5892,724,13105
2024,18,2024-04-29,.Other,Paid,NON-MOBILE,14647,13776,495,24538
2024,18,2024-04-29,.Other,SEO,MOBILE,7123,6525,1967,22371
2024,18,2024-04-29,.Other,SEO,NON-MOBILE,13605,12738,1477,45301
2024,18,2024-04-29,.Other,Undefined,MOBILE,1491,1492,0,6175
2024,18,2024-04-29,.Other,Undefined,NON-MOBILE,861,842,0,6790
2024,18,2024-04-29,.Property,Direct,MOBILE,49143,36372,19574,120333
2024,18,2024-04-29,.Property,Direct,NON-MOBILE,15421,12682,2238,64006
2024,18,2024-04-29,.Property,Other,MOBILE,11878,11443,10657,27215
2024,18,2024-04-29,.Property,Other,NON-MOBILE,1954,1726,895,6893
2024,18,2024-04-29,.Property,Paid,MOBILE,4058,2092,62,13426
2024,18,2024-04-29,.Property,Paid,NON-MOBILE,2429,1667,23,16077
2024,18,2024-04-29,.Property,SEO,MOBILE,3733,1988,208,11334
2024,18,2024-04-29,.Property,SEO,NON-MOBILE,3043,2233,374,21610
2024,18,2024-04-29,.Property,Undefined,MOBILE,249,247,0,1086
2024,18,2024-04-29,.Property,Undefined,NON-MOBILE,168,162,0,1544
2024,19,2024-05-06,./corporate/,Direct,MOBILE,244,224,177,1306
2024,19,2024-05-06,./corporate/,Direct,NON-MOBILE,151,143,72,1548
2024,19,2024-05-06,./corporate/,Other,MOBILE,11,11,8,29
2024,19,2024-05-06,./corporate/,Other,NON-MOBILE,28,19,5,190
2024,19,2024-05-06,./corporate/,Paid,MOBILE,56,45,25,418
2024,19,2024-05-06,./corporate/,Paid,NON-MOBILE,36,35,10,191
2024,19,2024-05-06,./corporate/,SEO,MOBILE,4208,3949,2975,25118
2024,19,2024-05-06,./corporate/,SEO,NON-MOBILE,2733,2637,1859,19673
2024,19,2024-05-06,./corporate/,Undefined,MOBILE,12,12,0,53
2024,19,2024-05-06,./corporate/,Undefined,NON-MOBILE,4,4,0,13
2024,19,2024-05-06,./housing/,Direct,MOBILE,6512,5103,2095,25959
2024,19,2024-05-06,./housing/,Direct,NON-MOBILE,3463,2984,457,30277
2024,19,2024-05-06,./housing/,Other,MOBILE,148,126,36,756
2024,19,2024-05-06,./housing/,Other,NON-MOBILE,260,236,24,4728
2024,19,2024-05-06,./housing/,Paid,MOBILE,3041,2186,25,10066
2024,19,2024-05-06,./housing/,Paid,NON-MOBILE,1727,1467,26,11492
2024,19,2024-05-06,./housing/,SEO,MOBILE,5295,4466,1990,29703
2024,19,2024-05-06,./housing/,SEO,NON-MOBILE,4707,4239,1532,35149
